date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/07/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"75,494","$13,410,754.16",1.74%
04/07/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"89,825","$12,673,409.25",1.64%
04/07/2026,ARKF,AIRBNB INC-CLASS A,ABNB,9066101,"93,484","$11,854,706.04",1.54%
04/07/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"24,414","$11,828,094.72",1.53%
04/07/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"778,161","$10,248,380.37",1.33%
04/07/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"64,123","$9,943,553.61",1.29%
04/07/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"24,205","$9,648,355.05",1.25%
04/07/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"74,337","$9,092,158.47",1.18%
04/07/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"281,547","$8,497,088.46",1.10%
04/07/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"166,685","$6,942,430.25",0.90%
04/07/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"267,663","$5,042,770.92",0.65%
04/07/2026,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,"29,181","$4,855,426.59",0.63%
04/07/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"565,048","$4,689,898.40",0.61%
04/07/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"62,632","$4,738,110.80",0.61%
04/07/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"401,283","$2,656,493.46",0.34%
04/07/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,703,872","$1,703,872.38",0.22%
04/07/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"443,051","$1,439,915.75",0.19%
04/07/2026,ARKF,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"958,637","$826,153.37",0.11%
04/07/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"788,053","$449,190.21",0.06%
04/07/2026,ARKF,LY CORP,4689,6084848,"9,801","$24,040.65",0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
