date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/06/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"634,367","$14,691,939.72",1.92%
04/06/2026,ARKF,SEA LTD-ADR,SE,81141R100,"173,064","$14,239,705.92",1.86%
04/06/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"75,494","$13,391,880.66",1.75%
04/06/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"89,825","$12,589,872.00",1.65%
04/06/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"24,414","$11,937,713.58",1.56%
04/06/2026,ARKF,AIRBNB INC-CLASS A,ABNB,9066101,"93,484","$11,680,825.80",1.53%
04/06/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"778,161","$10,388,449.35",1.36%
04/06/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"64,123","$10,032,043.35",1.31%
04/06/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"24,205","$9,660,699.60",1.26%
04/06/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"74,337","$9,072,830.85",1.19%
04/06/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"281,547","$8,412,624.36",1.10%
04/06/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"166,685","$6,767,411.00",0.89%
04/06/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"267,663","$5,626,276.26",0.74%
04/06/2026,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,"29,181","$4,755,919.38",0.62%
04/06/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"62,632","$4,669,215.60",0.61%
04/06/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"565,048","$4,542,985.92",0.59%
04/06/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"401,283","$2,534,102.15",0.33%
04/06/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,700,241","$1,700,240.80",0.22%
04/06/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"443,051","$1,444,346.26",0.19%
04/06/2026,ARKF,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"958,637","$806,405.44",0.11%
04/06/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"788,053","$433,429.15",0.06%
04/06/2026,ARKF,LY CORP,4689,6084848,"9,801","$24,011.47",0.00%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
