date,fund,company,ticker,cusip,shares,market value ($),weight (%)
05/08/2026,ARKF,SHOPIFY INC - CLASS A,SHOP,82509L107,"664,218","$74,219,719.32",8.73%
05/08/2026,ARKF,CIRCLE INTERNET GROUP INC,CRCL,172573107,"498,012","$56,399,859.00",6.64%
05/08/2026,ARKF,ARK BITCOIN ETF HOLDCO (ARKF),,MM005473T,"2,096,992","$55,729,659.39",6.56%
05/08/2026,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,19260Q107,"257,140","$49,617,734.40",5.84%
05/08/2026,ARKF,BLOCK INC,XYZ,852234103,"623,690","$43,745,616.60",5.15%
05/08/2026,ARKF,ROBINHOOD MARKETS INC - A,HOOD,770700102,"507,712","$38,728,271.36",4.56%
05/08/2026,ARKF,TOAST INC-CLASS A,TOST,888787108,"1,195,698","$35,129,607.24",4.13%
05/08/2026,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,69608A108,"250,047","$34,268,941.35",4.03%
05/08/2026,ARKF,AMAZON.COM INC,AMZN,023135106,"120,737","$32,740,252.29",3.85%
05/08/2026,ARKF,BULLISH,BLSH,G16910120,"780,550","$32,158,660.00",3.78%
05/08/2026,ARKF,ADVANCED MICRO DEVICES,AMD,007903107,"77,384","$31,608,268.64",3.72%
05/08/2026,ARKF,MERCADOLIBRE INC,MELI,58733R102,"14,724","$27,534,027.24",3.24%
05/08/2026,ARKF,ROKU INC,ROKU,77543R102,"203,569","$25,786,085.23",3.03%
05/08/2026,ARKF,META PLATFORMS INC-CLASS A,META,30303M102,"38,781","$23,920,508.61",2.81%
05/08/2026,ARKF,OPENAI GROUP PBC SERIES C,,PPOPENAIC,"31,991","$21,999,791.62",2.59%
05/08/2026,ARKF,SOFI TECHNOLOGIES INC,SOFI,83406F102,"1,291,857","$20,669,712.00",2.43%
05/08/2026,ARKF,ROBLOX CORP -CLASS A,RBLX,771049103,"434,584","$19,460,671.52",2.29%
05/08/2026,ARKF,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"834,306","$18,354,732.00",2.16%
05/08/2026,ARKF,ADYEN NV,ADYEN,BZ1HM42,"16,214","$18,054,030.91",2.12%
05/08/2026,ARKF,NU HOLDINGS LTD/CAYMAN ISL-A,NU UN,G6683N103,"1,170,765","$16,695,108.90",1.96%
05/08/2026,ARKF,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"634,367","$15,998,735.74",1.88%
05/08/2026,ARKF,NVIDIA CORP,NVDA,67066G104,"75,494","$15,966,981.00",1.88%
05/08/2026,ARKF,SEA LTD-ADR,SE,81141R100,"173,064","$15,340,392.96",1.81%
05/08/2026,ARKF,AIRBNB INC-CLASS A,ABNB,009066101,"93,484","$13,130,762.64",1.55%
05/08/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"89,825","$13,014,744.25",1.53%
05/08/2026,ARKF,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"24,205","$12,240,952.60",1.44%
05/08/2026,ARKF,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"28,294","$12,093,704.42",1.42%
05/08/2026,ARKF,KLARNA GROUP PLC,KLAR,G5279N105,"778,161","$11,454,529.92",1.35%
05/08/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"64,123","$10,987,476.05",1.29%
05/08/2026,ARKF,ETORO GROUP LTD-A,ETOR,G32089107,"281,547","$10,766,357.28",1.27%
05/08/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"74,337","$10,481,517.00",1.23%
05/08/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"166,685","$7,280,800.80",0.86%
05/08/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"62,632","$5,429,568.08",0.64%
05/08/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"267,663","$5,157,866.01",0.61%
05/08/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"565,048","$5,040,228.16",0.59%
05/08/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"401,283","$2,861,147.79",0.34%
05/08/2026,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,45866F104,"11,530","$1,799,948.30",0.21%
05/08/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,650,667","$1,650,667.32",0.19%
05/08/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"443,051","$1,320,291.98",0.16%
05/08/2026,ARKF,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"958,637","$632,700.42",0.07%
05/08/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"788,053","$307,340.67",0.04%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
