date,fund,company,ticker,cusip,shares,market value ($),weight (%)
06/08/2026,ARKF,FUTU HOLDINGS LTD-ADR,FUTU,36118L106,"104,768","$9,673,229.44",1.32%
06/08/2026,ARKF,DOORDASH INC - A,DASH,25809K105,"61,102","$9,580,793.60",1.31%
06/08/2026,ARKF,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"70,822","$8,573,711.32",1.17%
06/08/2026,ARKF,ZILLOW GROUP INC - C,Z,98954M200,"158,800","$5,567,528.00",0.76%
06/08/2026,ARKF,PAYPAY CORP,PAYP,70450C101,"254,990","$3,845,249.20",0.53%
06/08/2026,ARKF,JSC KASPI.KZ ADR,KSPI,BJY21K1,"43,220","$3,508,167.40",0.48%
06/08/2026,ARKF,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"538,277","$3,261,958.62",0.45%
06/08/2026,ARKF,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"382,283","$1,926,706.32",0.26%
06/08/2026,ARKF,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,090,994","$1,090,993.96",0.15%
06/08/2026,ARKF,CANTON STRATEGIC HOLDINGS IN,CNTN,432705309,"422,075","$970,772.50",0.13%
06/08/2026,ARKF,BRERA HOLDINGS PLC-CL B,,G13311132,"91,322","$474,417.79",0.06%
06/08/2026,ARKF,BRERA HOLDINGS PLC WTS,,BREADUMMY,"78,805","$220,654.84",0.03%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
