date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/16/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,597,588","$35,690,115.92",2.12%
04/16/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"46,265","$31,070,648.70",1.84%
04/16/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"150,169","$28,551,631.97",1.69%
04/16/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"68,602","$28,206,398.32",1.67%
04/16/2026,ARKW,NETFLIX INC,NFLX,64110L106,"214,823","$23,138,585.33",1.37%
04/16/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"189,229","$22,908,062.74",1.36%
04/16/2026,ARKW,EVERPURE INC-A,PSTG,74624M102,"347,359","$22,540,125.51",1.34%
04/16/2026,ARKW,FIGMA INC-CL A,,316841105,"1,059,386","$21,547,911.24",1.28%
04/16/2026,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"136,903","$18,246,431.84",1.08%
04/16/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"91,707","$18,237,771.09",1.08%
04/16/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"349,736","$17,962,440.96",1.07%
04/16/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"99,063","$17,824,900.91",1.06%
04/16/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"9,156","$17,141,130.72",1.02%
04/16/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"607,706","$17,113,000.96",1.02%
04/16/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"32,009","$17,002,220.53",1.01%
04/16/2026,ARKW,BAIDU INC - SPON ADR,BIDU,56752108,"136,827","$16,547,857.38",0.98%
04/16/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"694,248","$16,412,022.72",0.97%
04/16/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,291,377","$15,831,523.37",0.94%
04/16/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"663,653","$14,441,089.28",0.86%
04/16/2026,ARKW,AIRBNB INC-CLASS A,ABNB,9066101,"67,365","$9,263,361.15",0.55%
04/16/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"839,233","$7,704,158.94",0.46%
04/16/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"448,394","$3,053,563.14",0.18%
04/16/2026,ARKW,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,741,293","$1,497,511.98",0.09%
04/16/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"1,395,691","$781,586.96",0.05%
04/16/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"889,120","$889,119.59",0.05%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
