date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/01/2026,ARKW,BITMINE IMMERSION TECHNOLOGI,BMNR,09175A206,"1,616,911","$31,982,499.58",2.11%
04/01/2026,ARKW,CLOUDFLARE INC - CLASS A,NET,18915M107,"151,984","$31,360,378.56",2.07%
04/01/2026,ARKW,BROADCOM INC,AVGO,11135F101,"96,447","$29,851,310.97",1.97%
04/01/2026,ARKW,CROWDSTRIKE HOLDINGS INC - A,CRWD,22788C105,"69,430","$27,106,166.30",1.79%
04/01/2026,ARKW,META PLATFORMS INC-CLASS A,META,30303M102,"46,823","$26,788,842.99",1.77%
04/01/2026,ARKW,FIGMA INC-CL A,,316841105,"1,072,199","$22,666,286.86",1.50%
04/01/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"191,518","$22,608,699.90",1.49%
04/01/2026,ARKW,NETFLIX INC,NFLX,64110L106,"217,421","$20,905,029.15",1.38%
04/01/2026,ARKW,EVERPURE INC-A,PSTG,74624M102,"351,559","$20,756,043.36",1.37%
04/01/2026,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"138,559","$17,383,612.14",1.15%
04/01/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"353,966","$17,333,715.02",1.14%
04/01/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"615,056","$16,305,134.56",1.08%
04/01/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"92,814","$16,186,761.60",1.07%
04/01/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"9,264","$16,017,641.28",1.06%
04/01/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"32,396","$15,709,144.36",1.04%
04/01/2026,ARKW,BAIDU INC - SPON ADR,BIDU,56752108,"138,480","$15,429,441.60",1.02%
04/01/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"702,645","$15,191,184.90",1.00%
04/01/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"100,260","$15,054,039.00",0.99%
04/01/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,331,190","$14,757,171.70",0.97%
04/01/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"671,681","$14,535,176.84",0.96%
04/01/2026,ARKW,AIRBNB INC-CLASS A,ABNB,9066101,"68,178","$8,609,517.84",0.57%
04/01/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"849,385","$6,897,006.20",0.46%
04/01/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"3,332,448","$3,332,447.82",0.22%
04/01/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"453,818","$3,020,158.79",0.20%
04/01/2026,ARKW,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,762,356","$1,381,687.10",0.09%
04/01/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"1,395,691","$725,759.32",0.05%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
