date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/21/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"185,414","$24,055,612.36",1.42%
04/21/2026,ARKW,EVERPURE INC-A,PSTG,74624M102,"340,359","$23,144,412.00",1.36%
04/21/2026,ARKW,NETFLIX INC,NFLX,64110L106,"236,547","$22,431,752.01",1.32%
04/21/2026,ARKW,FIGMA INC-CL A,,316841105,"1,038,031","$19,732,969.31",1.16%
04/21/2026,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"134,143","$18,802,824.31",1.11%
04/21/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"97,068","$18,423,506.40",1.09%
04/21/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"342,686","$18,367,969.60",1.08%
04/21/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"89,862","$18,157,515.72",1.07%
04/21/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"595,456","$17,375,406.08",1.02%
04/21/2026,ARKW,BAIDU INC - SPON ADR,BIDU,56752108,"134,072","$17,127,698.00",1.01%
04/21/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"8,976","$16,785,838.08",0.99%
04/21/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"31,364","$16,834,940.64",0.99%
04/21/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"680,253","$15,570,991.17",0.92%
04/21/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,225,022","$15,673,606.92",0.92%
04/21/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"650,273","$14,084,913.18",0.83%
04/21/2026,ARKW,AIRBNB INC-CLASS A,ABNB,9066101,"66,010","$9,478,375.90",0.56%
04/21/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"822,313","$7,491,271.43",0.44%
04/21/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"439,354","$3,035,936.14",0.18%
04/21/2026,ARKW,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,706,188","$1,587,607.93",0.09%
04/21/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,149,034","$1,149,034.07",0.07%
04/21/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"1,395,691","$837,414.60",0.05%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
