date,fund,company,ticker,cusip,shares,market value ($),weight (%)
03/30/2026,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"138,480","$14,972,457.60",1.03%
03/30/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"9,264","$14,817,953.28",1.02%
03/30/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"100,260","$14,698,116.00",1.01%
03/30/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"702,645","$14,558,804.40",1.00%
03/30/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,331,190","$14,424,052.70",1.00%
03/30/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"671,681","$13,668,708.35",0.94%
03/30/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"68,178","$8,377,030.86",0.58%
03/30/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"849,385","$6,574,239.90",0.45%
03/30/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"453,818","$3,017,889.70",0.21%
03/30/2026,ARKW,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,762,356","$1,325,467.95",0.09%
03/30/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"1,395,691","$683,888.59",0.05%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
