date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/22/2026,ARKW,DATADOG INC - CLASS A,DDOG,23804L103,"185,414","$23,972,176.06",1.44%
04/22/2026,ARKW,EVERPURE INC-A,PSTG,74624M102,"340,359","$23,542,632.03",1.41%
04/22/2026,ARKW,NETFLIX INC,NFLX,64110L106,"236,547","$21,899,521.26",1.31%
04/22/2026,ARKW,FIGMA INC-CL A,,316841105,"1,038,031","$19,431,940.32",1.17%
04/22/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"342,686","$18,511,897.72",1.11%
04/22/2026,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"134,143","$18,160,279.34",1.09%
04/22/2026,ARKW,NVIDIA CORP,NVDA,67066G104,"89,862","$17,961,616.56",1.08%
04/22/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"97,068","$17,710,056.60",1.06%
04/22/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"595,456","$17,071,723.52",1.03%
04/22/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"8,976","$16,643,119.68",1.00%
04/22/2026,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"134,072","$16,556,551.28",0.99%
04/22/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"31,364","$16,385,808.16",0.98%
04/22/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"680,253","$15,639,016.47",0.94%
04/22/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,225,022","$14,996,352.30",0.90%
04/22/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"650,273","$14,403,546.95",0.86%
04/22/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"66,010","$9,416,326.50",0.57%
04/22/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"822,313","$7,310,362.57",0.44%
04/22/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"439,354","$3,013,968.44",0.18%
04/22/2026,ARKW,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,706,188","$1,392,590.65",0.08%
04/22/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"1,395,691","$711,802.41",0.04%
04/22/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"553,964","$553,963.51",0.03%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
