date,fund,company,ticker,cusip,shares,market value ($),weight (%)
04/28/2026,ARKW,RUBRIK INC-A,RBRK,781154109,"342,686","$18,251,456.36",1.08%
04/28/2026,ARKW,FIGMA INC-CL A,,316841105,"1,038,031","$17,968,316.61",1.07%
04/28/2026,ARKW,ALIBABA GROUP HOLDING-SP ADR,BABA,01609W102,"134,143","$17,776,630.36",1.05%
04/28/2026,ARKW,BAIDU INC - SPON ADR,BIDU,056752108,"134,072","$17,162,556.72",1.02%
04/28/2026,ARKW,TOAST INC-CLASS A,TOST,888787108,"595,456","$17,059,814.40",1.01%
04/28/2026,ARKW,DOORDASH INC - A,DASH,25809K105,"97,068","$16,895,656.08",1.00%
04/28/2026,ARKW,MERCADOLIBRE INC,MELI,58733R102,"8,976","$16,509,377.28",0.98%
04/28/2026,ARKW,DRAFTKINGS INC-CL A,DKNG UW,26142V105,"680,253","$16,006,353.09",0.95%
04/28/2026,ARKW,SPOTIFY TECHNOLOGY SA,SPOT,L8681T102,"31,364","$15,550,898.48",0.92%
04/28/2026,ARKW,GENIUS SPORTS LTD,GENI,G3934V109,"3,225,022","$14,254,597.24",0.85%
04/28/2026,ARKW,GITLAB INC-CL A,GTLB,37637K108,"650,273","$13,948,355.85",0.83%
04/28/2026,ARKW,AIRBNB INC-CLASS A,ABNB,009066101,"66,010","$9,311,370.60",0.55%
04/28/2026,ARKW,3IQ ETHER STAKING ETF,ETHQ/U,BQ84B35,"822,313","$7,310,362.57",0.43%
04/28/2026,ARKW,3IQ SOLANA STAKING ETF,SOLQ/U,BTRDQ40,"439,354","$3,013,968.44",0.18%
04/28/2026,ARKW,BRERA HOLDINGS PLC-CL B,SLMT,G13311116,"1,706,188","$1,308,304.96",0.08%
04/28/2026,ARKW,GOLDMAN FS TRSY OBLIG INST 468,,X9USDGSFT,"1,226,270","$1,226,269.72",0.07%
04/28/2026,ARKW,BRERA HOLDINGS PLC WTS,,BREADUMMY,"1,395,691","$669,931.68",0.04%
"Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ARK ETF before investing. This and other information are contained in the ARK ETFs' prospectuses, which may be obtained on ark-funds.com. The prospectus should be read carefully before investing. An investment in an ARK ETF is subject to risks and you can lose money on your investment in an ARK ETF. There can be no assurance that the ARK ETFs will achieve their investment objectives. The ARK ETFs’ portfolios are more volatile than broad market averages. The ARK ETFs also have specific risks, which are described in the ARK ETFs' prospectuses.Shares of the ARK ETFs may be bought or sold throughout the day at their market price on the exchange on which they are listed. The market price of an ARK ETF's shares may be at, above or below the ARK ETF’s net asset value (""NAV"") and will fluctuate with changes in the NAV as well as supply and demand in the market for the shares. The market price of ARK ETF shares may differ significantly from their NAV during periods of market volatility. Shares of the ARK ETFs may only be redeemed directly with the ARK ETFs at NAV by Authorized Participants, in very large creation units. There can be no guarantee that an active trading market for ARK ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ARK ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Not FDIC Insured – No Bank Guarantee – May Lose ValueAll statements made regarding companies, securities or other financial information are strictly beliefs and points of view held by ARK Investment Management LLC and/or ARK ETF Trust and are not endorsements by ARK of any company or security or recommendations by ARK to buy, sell or hold any security. Holdings are subject to change without notice.Foreside Fund Services, LLC, distributor.© 2026. ARK ETF Trust. No part of this material may be reproduced in any form, or referred to in any other publication, without written permission."
